,HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.query,Input.facet,Input.question,Input.reference,Input.t5-candidate,Input.ru-candidate,Input.answer1,Input.answer2,Input.answer3,Input.answer4,Answer.taskAnswers,ans1nat,ans1rel,ans2nat,ans2rel,ans3nat,ans3rel,ans4nat,ans4rel,copy-nat,copy-rel,t5-nat,t5-rel,ru-nat,ru-rel,ref-nat,ref-rel
482,3D0LPO3EBPREJWTNA5YZFPIDCN4OYV,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3W2LOLRXLQ7PJOUGPKJDOV4XK6YKRP,A3HNEYFOIJWPH1,Approved,Sat Jan 28 12:41:48 PST 2023,Sat Jan 28 12:53:30 PST 2023,Sat Feb 04 12:53:30 PST 2023,Sat Jan 28 13:46:35 PST 2023,,,702,100% (122/122),100% (122/122),100% (122/122),kansas city mo,find the kansas city chiefs homepage.,would you like to see a listing for hotels in kansas city,no the kansas city chiefs,no i want to find the kansas city chiefs homepage,no i want to see the kansas city chief homepage,no the kansas city chiefs,no i want to see the kansas city chief homepage,no i want to find the kansas city chiefs homepage,find the kansas city chiefs homepage.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":true,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
483,3D0LPO3EBPREJWTNA5YZFPIDCN4OYV,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3STRJBFXOBJ2Z378T9O8OA5F8RVKT2,AA9V4NE8SOA4I,Approved,Sat Jan 28 12:41:51 PST 2023,Sat Jan 28 12:49:56 PST 2023,Sat Feb 04 12:49:56 PST 2023,Sat Jan 28 13:46:35 PST 2023,,,485,100% (39/39),100% (39/39),100% (39/39),kansas city mo,find the kansas city chiefs homepage.,would you like to see a listing for hotels in kansas city,no the kansas city chiefs,no i want to find the kansas city chiefs homepage,no i want to see the kansas city chief homepage,no the kansas city chiefs,no i want to see the kansas city chief homepage,no i want to find the kansas city chiefs homepage,find the kansas city chiefs homepage.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":true},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
484,3D0LPO3EBPREJWTNA5YZFPIDCN4OYV,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,323Q6SJS8X81E8OZS4GMUEAMP1MHFQ,APGX2WZ59OWDN,Approved,Sat Jan 28 13:04:07 PST 2023,Sat Jan 28 13:10:05 PST 2023,Sat Feb 04 13:10:05 PST 2023,Sat Jan 28 13:46:36 PST 2023,,,358,100% (89/89),100% (89/89),100% (89/89),kansas city mo,find the kansas city chiefs homepage.,would you like to see a listing for hotels in kansas city,no the kansas city chiefs,no i want to find the kansas city chiefs homepage,no i want to see the kansas city chief homepage,no the kansas city chiefs,no i want to see the kansas city chief homepage,no i want to find the kansas city chiefs homepage,find the kansas city chiefs homepage.,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":true,""ans1rel4"":false,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0
485,3W5PY7V3V3Z0IL2QUS6U7T1RDTUJY7,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3I2PTA7R38MP7NFGC5UDJ5USOK0QKY,A14W0AXTJ3R19V,Approved,Sat Jan 28 13:03:55 PST 2023,Sat Jan 28 13:05:05 PST 2023,Sat Feb 04 13:05:05 PST 2023,Sat Jan 28 13:46:40 PST 2023,,,70,100% (61/61),100% (61/61),100% (61/61),tv on computer,get technical help for watching tv programs on the computer.,do you want to purchase streaming services,no i am looking for technical help,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,get technical help for watching tv programs on the computer.,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,no i am looking for technical help,"[{""ans1nat"":{""ans1nat1"":true,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":true,""ans4rel5"":false}}]",1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
486,3W5PY7V3V3Z0IL2QUS6U7T1RDTUJY7,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3RANCT1ZVU9G6DI3N11PU38R4BTBU0,A2TBXASXZIRNNW,Approved,Sat Jan 28 12:41:33 PST 2023,Sat Jan 28 12:43:08 PST 2023,Sat Feb 04 12:43:08 PST 2023,Sat Jan 28 13:46:40 PST 2023,,,95,100% (52/52),100% (52/52),100% (52/52),tv on computer,get technical help for watching tv programs on the computer.,do you want to purchase streaming services,no i am looking for technical help,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,get technical help for watching tv programs on the computer.,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,no i am looking for technical help,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":true,""ans4nat4"":false,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":true,""ans4rel4"":false,""ans4rel5"":false}}]",3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0
487,3W5PY7V3V3Z0IL2QUS6U7T1RDTUJY7,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3BF51CHDTA2AH499PMX1R7NIJZU0H2,A3HNEYFOIJWPH1,Approved,Sat Jan 28 12:41:45 PST 2023,Sat Jan 28 12:52:54 PST 2023,Sat Feb 04 12:52:54 PST 2023,Sat Jan 28 13:46:40 PST 2023,,,669,100% (122/122),100% (122/122),100% (122/122),tv on computer,get technical help for watching tv programs on the computer.,do you want to purchase streaming services,no i am looking for technical help,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,get technical help for watching tv programs on the computer.,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,no i am looking for technical help,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":true,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":true,""ans4rel5"":false}}]",4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0
488,3W5PY7V3V3Z0IL2QUS6U7T1RDTUJY7,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3YMU66OBI207S8KU3OM4CZAYQGJHGM,AA9V4NE8SOA4I,Approved,Sat Jan 28 12:41:41 PST 2023,Sat Jan 28 12:46:11 PST 2023,Sat Feb 04 12:46:11 PST 2023,Sat Jan 28 13:46:40 PST 2023,,,270,100% (39/39),100% (39/39),100% (39/39),tv on computer,get technical help for watching tv programs on the computer.,do you want to purchase streaming services,no i am looking for technical help,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,get technical help for watching tv programs on the computer.,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,no i am looking for technical help,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
489,3W5PY7V3V3Z0IL2QUS6U7T1RDTUJY7,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3300DTYQTH9MLNN6GJJALAHN4N0EQY,APGX2WZ59OWDN,Approved,Sat Jan 28 12:56:37 PST 2023,Sat Jan 28 13:01:28 PST 2023,Sat Feb 04 13:01:28 PST 2023,Sat Jan 28 13:46:40 PST 2023,,,291,100% (89/89),100% (89/89),100% (89/89),tv on computer,get technical help for watching tv programs on the computer.,do you want to purchase streaming services,no i am looking for technical help,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,get technical help for watching tv programs on the computer.,no i want technical help for watching tv programs on the computer,no i want technical help for watching tv programs on the computer,no i am looking for technical help,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":true,""ans4rel5"":false}}]",3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0
490,3H781YYV77AWQJH46L842WWKTJGETS,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3GM6G9ZBK2PXPR7BEL1O3NXJXWQMT9,A2TBXASXZIRNNW,Approved,Sat Jan 28 12:41:42 PST 2023,Sat Jan 28 12:47:11 PST 2023,Sat Feb 04 12:47:11 PST 2023,Sat Jan 28 13:46:37 PST 2023,,,329,100% (52/52),100% (52/52),100% (52/52),pork tenderloin,how do i grill a pork tenderloin on a gas grill?,how would you like to cook your pork tenderloin,yes i want to know how to grill it on a gas grill,i would like to grill it on a gas grill,i want to grill one on a gas grill,yes i want to know how to grill it on a gas grill,i want to grill one on a gas grill,how do i grill a pork tenderloin on a gas grill?,i would like to grill it on a gas grill,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":true,""ans1nat3"":false,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":true,""ans1rel4"":false,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":true,""ans3nat4"":false,""ans3nat5"":false},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":true,""ans4nat4"":false,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":true,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":false}}]",2.0,3.0,5.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,3.0,2.0,5.0,5.0,2.0,3.0
491,3H781YYV77AWQJH46L842WWKTJGETS,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3H7Z272LXMZFRHWJXSRPY0HX8OFPL5,A3HNEYFOIJWPH1,Approved,Sat Jan 28 12:41:49 PST 2023,Sat Jan 28 12:53:43 PST 2023,Sat Feb 04 12:53:43 PST 2023,Sat Jan 28 13:46:37 PST 2023,,,714,100% (122/122),100% (122/122),100% (122/122),pork tenderloin,how do i grill a pork tenderloin on a gas grill?,how would you like to cook your pork tenderloin,yes i want to know how to grill it on a gas grill,i would like to grill it on a gas grill,i want to grill one on a gas grill,yes i want to know how to grill it on a gas grill,i want to grill one on a gas grill,how do i grill a pork tenderloin on a gas grill?,i would like to grill it on a gas grill,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":true,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0
492,3H781YYV77AWQJH46L842WWKTJGETS,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,3SBEHTYCW2V7AUGE3CQVJBIHVPTIYJ,A3RYI5HXC2MJLN,Approved,Sat Jan 28 13:13:18 PST 2023,Sat Jan 28 13:25:40 PST 2023,Sat Feb 04 13:25:40 PST 2023,Sat Jan 28 13:46:37 PST 2023,,,742,100% (7/7),100% (7/7),100% (7/7),pork tenderloin,how do i grill a pork tenderloin on a gas grill?,how would you like to cook your pork tenderloin,yes i want to know how to grill it on a gas grill,i would like to grill it on a gas grill,i want to grill one on a gas grill,yes i want to know how to grill it on a gas grill,i want to grill one on a gas grill,how do i grill a pork tenderloin on a gas grill?,i would like to grill it on a gas grill,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":false,""ans1nat4"":true,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":true,""ans1rel4"":false,""ans1rel5"":false},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":true,""ans2nat5"":false},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":true,""ans2rel4"":false,""ans2rel5"":false},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":true,""ans4nat5"":false},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":true,""ans4rel4"":false,""ans4rel5"":false}}]",4.0,3.0,4.0,3.0,5.0,5.0,4.0,3.0,5.0,5.0,4.0,3.0,4.0,3.0,4.0,3.0
493,3H781YYV77AWQJH46L842WWKTJGETS,30HLKW73XHW1NQCS40H4WTJNKWIBC0,How good is the answer to clarifing questions,How Coherent and Natural are the answers to clarifying questions for ambiguous search query,"Search, Clarifying question, answer quality",$1.00,Sat Jan 28 12:41:25 PST 2023,5,BatchId:4998330;OriginalHitTemplateId:928390850;,900,604800,Mon Feb 27 12:41:25 PST 2023,,,30H4UDGLTHAZXZE4X4S4YDWM8T5PM7,AA9V4NE8SOA4I,Approved,Sat Jan 28 12:47:42 PST 2023,Sat Jan 28 12:53:43 PST 2023,Sat Feb 04 12:53:43 PST 2023,Sat Jan 28 13:46:37 PST 2023,,,361,100% (39/39),100% (39/39),100% (39/39),pork tenderloin,how do i grill a pork tenderloin on a gas grill?,how would you like to cook your pork tenderloin,yes i want to know how to grill it on a gas grill,i would like to grill it on a gas grill,i want to grill one on a gas grill,yes i want to know how to grill it on a gas grill,i want to grill one on a gas grill,how do i grill a pork tenderloin on a gas grill?,i would like to grill it on a gas grill,"[{""ans1nat"":{""ans1nat1"":false,""ans1nat2"":false,""ans1nat3"":true,""ans1nat4"":false,""ans1nat5"":false},""ans1rel"":{""ans1rel1"":false,""ans1rel2"":false,""ans1rel3"":false,""ans1rel4"":false,""ans1rel5"":true},""ans2nat"":{""ans2nat1"":false,""ans2nat2"":false,""ans2nat3"":false,""ans2nat4"":false,""ans2nat5"":true},""ans2rel"":{""ans2rel1"":false,""ans2rel2"":false,""ans2rel3"":false,""ans2rel4"":false,""ans2rel5"":true},""ans3nat"":{""ans3nat1"":false,""ans3nat2"":false,""ans3nat3"":false,""ans3nat4"":false,""ans3nat5"":true},""ans3rel"":{""ans3rel1"":false,""ans3rel2"":false,""ans3rel3"":false,""ans3rel4"":false,""ans3rel5"":true},""ans4nat"":{""ans4nat1"":false,""ans4nat2"":false,""ans4nat3"":false,""ans4nat4"":false,""ans4nat5"":true},""ans4rel"":{""ans4rel1"":false,""ans4rel2"":false,""ans4rel3"":false,""ans4rel4"":false,""ans4rel5"":true}}]",3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0
